basin_id,paradigm,E_param_base,E_param_tgd,C15_base,C15_tgd,E_param_cn,seed,E_param_excess_base,E_param_excess_tgd,G_base,G_TGD_ko,frac_snow,snow_stratum
01052500,dPL,0.3265046883551674,0.2778794941286918,0.2785710219679208,0.275383710861206,0.0565981317765429,42.0,0.2699065565786245,0.22128136235214887,0.1441661332840337,0.7073970524025688,0.352698254049326,S4
01052500,dPL,0.3292008113293247,0.3226199407174934,0.3232849240303039,0.3728441815627248,0.0644301821000292,123.0,0.2647706292292955,0.2581897586174642,0.1461237753316863,0.7124126514627851,0.352698254049326,S4
01052500,dPL,0.3307091294831999,0.3074184491359725,0.2330647773548359,0.3071498870849609,0.0611860375487031,2026.0,0.2695230919344968,0.24623241158726938,0.1404823414789714,0.7123998154354105,0.352698254049326,S4
01054200,IC,0.326426043896924,0.2173347197749519,0.4255078801522706,0.1896281047186713,0.0192959490424157,,0.30713009485450826,0.1980387707325362,0.091007949602331,0.4196182864365934,0.299641539662879,S3
01054200,dPL,0.3036894162369472,0.2972084681066574,0.2809343338012695,0.287207333665145,0.041758676114519,42.0,0.2619307401224282,0.2554497919921384,0.0558452927140312,0.41244841193877535,0.299641539662879,S3
01054200,dPL,0.3029289351442822,0.3030332247289719,0.2024230353041882,0.3136429786682129,0.0385556555167599,123.0,0.26437327962752233,0.264477569212212,0.0551241239069351,0.41593045886300883,0.299641539662879,S3
01054200,dPL,0.304320780423552,0.3010130140390034,0.2181264241536458,0.2770033478736877,0.0345345314367264,2026.0,0.26978624898682557,0.26647848260227697,0.0521422237810731,0.4129883824187335,0.299641539662879,S3
01055000,IC,0.3215230467970202,0.2454460955850101,0.2735292585881731,0.2832942930010088,0.0653696482682442,,0.256153398528776,0.18007644731676592,0.1031725819039471,0.5044514345795017,0.306048851694867,S4
01055000,dPL,0.2954139270077291,0.2582390632706616,0.2478137016296386,0.229539996699283,0.0513215147855472,42.0,0.24409241222218192,0.2069175484851144,0.0791221913261441,0.49648706278786797,0.306048851694867,S4
01055000,dPL,0.2951838689734681,0.2543675065291541,0.1946127530936792,0.3040988508023713,0.0535199711059408,123.0,0.2416638978675273,0.20084753542321326,0.078350266151812,0.4927951801073665,0.306048851694867,S4
01055000,dPL,0.295272422931937,0.2903125780727769,0.2165676272913212,0.2791553073459201,0.054564159332913,2026.0,0.240708263599024,0.23574841873986388,0.0742492125952188,0.49742305441029316,0.306048851694867,S4
