basin_id,paradigm,regime,contrast,within_a,within_b,within_pooled,between_all,excess,prop_between_gt_within,prop_excess_gt_0,frac_snow,snow_stratum,snow_regime
01134500,IC,IC,TGD-CN,0.50727932667089692,0.48113401438939468,0.49420667053014578,0.53308840130681745,0.038881730776671675,True,True,0.28058208922815098,S3,S3
01137500,IC,IC,Base-CN,0.39438501004460652,0.52844159753420072,0.46141330378940359,0.53830925310718269,0.0768959493177791,True,True,0.301814975818189,S4,S4
01137500,IC,IC,Base-TGD,0.39438501004460652,0.59072576738327842,0.49255538871394244,0.55985852110710721,0.067303132393164766,True,True,0.301814975818189,S4,S4
01137500,IC,IC,TGD-CN,0.59072576738327842,0.52844159753420072,0.55958368245873957,0.58026462826758252,0.020680945808842943,True,True,0.301814975818189,S4,S4
01139000,IC,IC,Base-CN,0.44749169666172095,0.43243747603827526,0.43996458634999813,0.48155598742433547,0.041591401074337342,True,True,0.246562671549799,S3,S3
01139000,IC,IC,Base-TGD,0.44749169666172095,0.55900468634977352,0.50324819150574718,0.55420858135955919,0.050960389853812016,True,True,0.246562671549799,S3,S3
01139000,IC,IC,TGD-CN,0.55900468634977352,0.43243747603827526,0.49572108119402436,0.53525804436607416,0.039536963172049799,True,True,0.246562671549799,S3,S3
01139800,IC,IC,Base-CN,0.44061163665731251,0.46578889654002975,0.45320026659867113,0.49373916338566814,0.040538896786997014,True,True,0.26232897318020998,S3,S3
01139800,IC,IC,Base-TGD,0.44061163665731251,0.43478830349789488,0.4376999700776037,0.4901130635392601,0.052413093461656401,True,True,0.26232897318020998,S3,S3
01139800,IC,IC,TGD-CN,0.43478830349789488,0.46578889654002975,0.45028860001896232,0.47448631489386706,0.024197714874904741,True,True,0.26232897318020998,S3,S3
01142500,IC,IC,Base-CN,0.45303143353635766,0.43602969843861289,0.4445305659874853,0.48351402525064979,0.038983459263164488,True,True,0.25230789054282099,S3,S3
01142500,IC,IC,Base-TGD,0.45303143353635766,0.48831276621960679,0.4706720998779822,0.50420579034207158,0.033533690464089383,True,True,0.25230789054282099,S3,S3
01142500,IC,IC,TGD-CN,0.48831276621960679,0.43602969843861289,0.46217123232910984,0.48158022607729617,0.019408993748186332,True,True,0.25230789054282099,S3,S3
01144000,IC,IC,Base-CN,0.36519208846253531,0.52636929450472314,0.4457806914836292,0.45540139901612819,0.0096207075324989955,True,True,0.248466348504845,S3,S3
01144000,IC,IC,Base-TGD,0.36519208846253531,0.53325556836819643,0.4492238284153659,0.54169171242407876,0.092467884008712864,True,True,0.248466348504845,S3,S3
01144000,IC,IC,TGD-CN,0.53325556836819643,0.52636929450472314,0.52981243143645984,0.52060501411038329,-0.0092074173260765502,False,False,0.248466348504845,S3,S3
01162500,IC,IC,Base-CN,0.40724426316203099,0.50156963261794552,0.45440694788998826,0.46091023023243072,0.0065032823424424624,True,True,0.22676918468004301,S3,S3
01162500,IC,IC,Base-TGD,0.40724426316203099,0.5021811726342259,0.45471271789812845,0.46805997721810239,0.013347259319973936,True,True,0.22676918468004301,S3,S3
