basin_id,paradigm,snow_stratum,frac_snow,excess_base_cn,excess_base_tgd,delta_excess,is_delta_excess_positive,is_base_cn_between_gt_within,is_base_tgd_between_gt_within
01634500,IC,S2,0.114828393813144,-0.0120796065010415,-0.0091356956936781003,-0.0029439108073633993,False,False,False
01638480,IC,S2,0.084558382348827801,-0.020755068324264599,-0.027878247633033201,0.0071231793087686013,True,False,False
01639500,IC,S2,0.096126350142111197,-0.0019598627834515,0.0080344571278948007,-0.0099943199113463003,False,False,True
01644000,IC,S2,0.084351798741143902,0.025987391932535499,-0.0022144755841444,0.028201867516679899,True,True,False
01664000,IC,S2,0.082796425784603597,0.019433000816591401,0.0126405233707081,0.0067924774458833007,True,True,True
01666500,IC,S2,0.082255397803329397,-0.0022846405971555998,0.0014621970837285999,-0.0037468376808842,False,False,True
01667500,IC,S2,0.078811793477170905,-0.0238180478345946,0.0032365410065147999,-0.027054588841109402,False,False,True
01669000,IC,S1,0.0412059832430485,0.017037512320639402,0.026276341281589899,-0.0092388289609504973,False,True,True
01669520,IC,S1,0.0368199149910729,0.019118954863466001,0.034816953806445103,-0.015697998942979102,False,True,True
02011400,IC,S2,0.129154721501962,-0.0081852182399145008,-0.0200036685442373,0.011818450304322799,True,False,False
02013000,IC,S2,0.097914337240757404,-0.011154892136103401,-0.010470779255914201,-0.00068411288018919991,False,False,False
02014000,IC,S2,0.097868084176085807,0.022494648282399599,0.024052811923255001,-0.0015581636408554013,False,True,True
02015700,IC,S2,0.12856724871879591,-0.0094485642765371001,0.0041142836246348003,-0.0135628479011719,False,False,True
02016000,IC,S2,0.10207736342912301,0.013667557915325699,0.011989276773945699,0.0016782811413799999,True,True,True
02017500,IC,S2,0.0901845265568013,-0.0038150637675887001,-0.001932853171064,-0.0018822105965247001,False,False,False
02018000,IC,S2,0.084968614429657002,0.0109068677097968,-0.0038349169493407001,0.014741784659137501,True,True,False
02027000,IC,S2,0.090473222381479201,0.022788510456530998,-0.0042861542086139997,0.027074664665145,True,True,False
02027500,IC,S2,0.10078601830768701,-0.012693520292752201,-0.010334008052803999,-0.0023595122399482013,False,False,False
02028500,IC,S2,0.080256957904830104,-0.0064958565646187003,0.011644365388020401,-0.018140221952639101,False,False,True
02038850,IC,S2,0.065522597851002701,-0.014896221849631601,-0.034087419284209101,0.019191197434577499,True,False,False
02046000,IC,S1,0.0453728268084366,0.0074625567459920003,0.025304805098667699,-0.017842248352675699,False,True,True
02051500,IC,S2,0.052551496570471,0.0232506074552364,0.0071025305246813003,0.016148076930555099,True,True,True
02053200,IC,S1,0.024831683184578401,-0.0073226392061875997,0.014270002618181499,-0.0215926418243691,False,False,True
02053800,IC,S2,0.093817255030013605,0.023324547229248399,0.0038725622030429002,0.019451985026205498,True,True,True
