basin_id,paradigm,structure,model,period,seed_or_restart,selected_run,KGE,NSE,PBIAS,RMSE,valid_observation_count,valid_simulation_count,valid_days,valid_metric,basin_median_Delta_CT,signed_CT_error,absolute_CT_error,frac_snow,snow_stratum
01078000,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.6574036445447341,0.307218624249586,10.309783411781522,2.2495692116702073,5479.0,5479.0,5479.0,True,-37.0,-37.0,37.0,0.23971852199071,S3
01078000,dPL-MLP,Base,XAJ-Base,train,median_across_seeds,True,0.6148340805151082,0.32734302956630335,-0.8865863554279351,1.8978462957499382,5113.0,5113.0,5113.0,True,-19.5,-19.5,19.5,0.23971852199071,S3
01078000,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.8266634925690124,0.7525849032776226,10.06626302089213,1.3443562031012066,5479.0,5479.0,5479.0,True,8.0,8.0,8.0,0.23971852199071,S3
01078000,dPL-MLP,CN,XAJ-CN,train,median_across_seeds,True,0.9173215979672642,0.8438053077508765,-1.448815060367427,0.9145287205559208,5113.0,5113.0,5113.0,True,5.0,5.0,5.0,0.23971852199071,S3
01078000,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.6852992038347232,0.4111609085354887,12.126370745813118,2.073956172540441,5479.0,5479.0,5479.0,True,2.0,2.0,2.0,0.23971852199071,S3
01078000,dPL-MLP,TGD,XAJ-TGD,train,median_across_seeds,True,0.7447062603829677,0.5198381548361706,0.3926561864058936,1.603459653280634,5113.0,5113.0,5113.0,True,3.5,3.5,3.5,0.23971852199071,S3
01123000,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.8436964824087728,0.7525619317191792,8.99473235941932,1.2380159794866206,5479.0,5479.0,5479.0,True,-10.0,-10.0,10.0,0.136053399026134,S2
01123000,IC-CMA-ES,Base,XAJ-Base,train,selected_restart,True,0.880958214191822,0.7635911092634404,-0.07867436163150283,1.199138622938058,5113.0,5113.0,5113.0,True,-6.5,-6.5,6.5,0.136053399026134,S2
01123000,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.8437564577615576,0.7618510002580533,9.661691957266253,1.2145555221566848,5479.0,5479.0,5479.0,True,3.0,3.0,3.0,0.136053399026134,S2
01123000,IC-CMA-ES,CN,XAJ-CN,train,selected_restart,True,0.8952631500719165,0.7909061686523806,0.026448641190763664,1.127737699908019,5113.0,5113.0,5113.0,True,8.0,8.0,8.0,0.136053399026134,S2
01123000,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.8553096332173304,0.7683618550678057,8.919279618770735,1.1978378475164715,5479.0,5479.0,5479.0,True,-9.0,-9.0,9.0,0.136053399026134,S2
01123000,IC-CMA-ES,TGD,XAJ-TGD,train,selected_restart,True,0.9000544987973637,0.8010625696246234,-0.6572441565114067,1.1000077393000531,5113.0,5113.0,5113.0,True,-11.5,-11.5,11.5,0.136053399026134,S2
01123000,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.8562201901476953,0.760507294326759,8.02589139844324,1.2179771402823794,5479.0,5479.0,5479.0,True,-10.0,-10.0,10.0,0.136053399026134,S2
01123000,dPL-MLP,Base,XAJ-Base,train,median_across_seeds,True,0.8755139706224168,0.7663524969218712,-0.9488783763590569,1.1921147481379781,5113.0,5113.0,5113.0,True,-8.0,-8.0,8.0,0.136053399026134,S2
01123000,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.8464788866222241,0.7536232628341163,9.494297741729856,1.2353580277653446,5479.0,5479.0,5479.0,True,3.0,3.0,3.0,0.136053399026134,S2
01123000,dPL-MLP,CN,XAJ-CN,train,median_across_seeds,True,0.8765743013172466,0.7611360763281378,0.07136630625595654,1.205348882833317,5113.0,5113.0,5113.0,True,8.0,8.0,8.0,0.136053399026134,S2
01123000,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.851707439818354,0.7656617692047315,9.727112842493598,1.2047989085620943,5479.0,5479.0,5479.0,True,-12.0,-12.0,12.0,0.136053399026134,S2
